City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
461,Belaya Gora,RU,2020-04-20 06:48:40,68.53,146.42,19.18,93,67,9.28,broken clouds,0.0,0.0
462,Siparia,TT,2020-04-20 06:48:41,10.13,-61.5,77.0,83,20,11.27,few clouds,0.0,0.0
463,Umm Kaddadah,SD,2020-04-20 06:48:41,13.6,26.69,79.99,13,94,16.58,overcast clouds,0.0,0.0
464,Oshakati,NA,2020-04-20 06:48:41,-17.78,15.68,69.8,77,66,2.24,broken clouds,0.0,0.0
465,Amga,RU,2020-04-20 06:48:41,60.9,131.96,25.07,81,85,4.7,overcast clouds,0.0,0.0
466,Nanning,CN,2020-04-20 06:48:41,22.82,108.32,84.2,66,40,6.71,scattered clouds,0.0,0.0
467,Port Moresby,PG,2020-04-20 06:48:42,-9.44,147.18,86.0,79,40,17.22,scattered clouds,0.0,0.0
468,Biao,PH,2020-04-20 06:48:42,7.16,125.52,91.4,59,40,10.29,scattered clouds,0.0,0.0
469,Bandarbeyla,SO,2020-04-20 06:48:42,9.49,50.81,83.8,65,72,2.57,broken clouds,0.0,0.0
470,Gigmoto,PH,2020-04-20 06:48:42,13.78,124.39,82.74,77,100,10.02,overcast clouds,0.0,0.0
471,Evanston,US,2020-04-20 06:48:42,42.04,-87.69,42.01,69,1,2.21,clear sky,0.0,0.0
472,Ust-Kuyga,RU,2020-04-20 06:48:42,70.02,135.6,22.08,92,100,8.21,overcast clouds,0.0,0.0
473,Jalingo,NG,2020-04-20 06:48:43,8.88,11.37,81.0,65,100,10.33,overcast clouds,0.0,0.0
474,Constitucion,CL,2020-04-20 06:48:43,-35.33,-72.42,56.05,67,93,8.37,overcast clouds,0.0,0.0
475,Kishi,NG,2020-04-20 06:48:43,9.08,3.85,76.21,71,100,9.22,overcast clouds,0.0,0.0
476,Sambava,MG,2020-04-20 06:48:43,-14.27,50.17,81.39,68,100,6.98,light rain,0.020866141732283468,0.0
477,Kathu,TH,2020-04-20 06:48:43,7.92,98.33,91.4,59,20,9.17,few clouds,0.0,0.0
478,Wanaka,NZ,2020-04-20 06:45:36,-44.7,169.15,44.73,62,39,5.08,scattered clouds,0.0,0.0
479,Were Ilu,ET,2020-04-20 06:48:44,10.6,39.43,61.56,31,100,1.16,overcast clouds,0.0,0.0
480,Tongzhou,CN,2020-04-20 06:48:44,39.91,116.6,62.01,13,2,33.55,clear sky,0.0,0.0
481,Barra Do Garcas,BR,2020-04-20 06:48:44,-15.89,-52.26,71.28,83,96,2.33,light rain,0.044094488188976384,0.0
482,Seoul,KR,2020-04-20 06:48:45,37.57,126.98,55.4,87,90,3.36,mist,0.0,0.0
483,Saint-Augustin,CA,2020-04-20 06:48:45,51.23,-58.65,28.47,98,100,15.59,snow,0.0,0.15118110236220472
484,Tashara,RU,2020-04-20 06:48:45,55.52,83.51,63.05,40,30,0.69,scattered clouds,0.0,0.0
485,Marsh Harbour,BS,2020-04-20 06:48:05,26.54,-77.06,78.57,82,77,14.85,broken clouds,0.0,0.0
486,Nago,JP,2020-04-20 06:48:46,26.59,127.98,71.6,73,90,4.7,overcast clouds,0.0,0.0
487,Viedma,AR,2020-04-20 06:48:46,-40.81,-63.0,60.71,50,89,8.19,overcast clouds,0.0,0.0
488,Simbahan,PH,2020-04-20 06:48:46,6.3,120.58,85.37,66,67,4.41,light rain,0.006692913385826772,0.0
489,Cangucu,BR,2020-04-20 06:48:46,-31.39,-52.68,64.99,94,0,3.13,clear sky,0.0,0.0
490,Margate,GB,2020-04-20 06:48:46,51.38,1.39,52.0,68,0,8.01,clear sky,0.0,0.0
491,Waingapu,ID,2020-04-20 06:48:47,-9.66,120.26,85.69,64,54,6.29,broken clouds,0.0,0.0
492,Sheboygan,US,2020-04-20 06:48:47,43.73,-87.93,35.01,80,1,5.75,clear sky,0.0,0.0
493,Kundiawa,PG,2020-04-20 06:48:47,-6.02,144.97,74.93,40,27,3.74,light rain,0.11141732283464569,0.0
494,Saryozek,KZ,2020-04-20 06:48:47,44.36,77.98,68.72,19,0,7.85,clear sky,0.0,0.0
495,Mahibadhoo,MV,2020-04-20 06:48:47,3.78,72.97,85.84,72,78,8.43,light rain,0.005905511811023622,0.0
496,Amazar,RU,2020-04-20 06:48:48,53.86,120.88,27.46,70,100,16.71,overcast clouds,0.0,0.0
497,Phuket,TH,2020-04-20 06:48:48,8.0,98.25,91.4,59,20,9.17,few clouds,0.0,0.0
498,Khiri Mat,TH,2020-04-20 06:48:48,16.83,99.8,107.01,29,8,7.09,clear sky,0.0,0.0
499,Tara,RU,2020-04-20 06:48:48,56.89,74.37,56.97,40,24,2.37,few clouds,0.0,0.0
500,Itoman,JP,2020-04-20 06:48:48,26.12,127.67,71.6,73,75,10.29,broken clouds,0.0,0.0
501,Hurghada,EG,2020-04-20 06:48:49,27.26,33.81,75.2,36,0,10.29,clear sky,0.0,0.0
502,Oktyabrskoye,RU,2020-04-20 06:48:49,43.06,44.74,60.01,54,20,4.47,few clouds,0.0,0.0
503,Lieksa,FI,2020-04-20 06:48:49,63.32,30.02,37.35,85,100,6.13,overcast clouds,0.0,0.0
504,Tual,ID,2020-04-20 06:48:49,-5.67,132.75,85.71,69,31,6.73,light rain,0.0610236220472441,0.0
505,Muros,ES,2020-04-20 06:48:49,42.78,-9.06,52.0,94,99,6.46,light rain,0.005511811023622048,0.0
506,Shimoda,JP,2020-04-20 06:48:49,34.67,138.95,55.99,93,75,17.22,broken clouds,0.0,0.0
507,Guerrero Negro,MX,2020-04-20 06:46:06,27.98,-114.06,60.19,77,99,16.4,overcast clouds,0.0,0.0
508,Jumla,NP,2020-04-20 06:48:50,29.27,82.18,59.56,22,67,5.41,light rain,0.060629921259842526,0.0
509,Kendari,ID,2020-04-20 06:48:50,-3.94,122.5,89.91,52,17,4.97,few clouds,0.0,0.0
510,Akdepe,TM,2020-04-20 06:48:50,42.06,59.38,84.2,23,81,6.93,broken clouds,0.0,0.0
511,Outjo,NA,2020-04-20 06:48:50,-20.12,16.15,64.4,72,71,4.7,broken clouds,0.0,0.0
512,Pakxan,LA,2020-04-20 06:48:51,18.38,103.66,100.99,43,4,5.95,clear sky,0.0,0.0
513,Andros Town,BS,2020-04-20 06:48:51,24.7,-77.77,80.6,69,20,14.99,few clouds,0.0,0.0
514,Fort-Shevchenko,KZ,2020-04-20 06:48:51,44.51,50.26,61.5,48,6,11.88,clear sky,0.0,0.0
515,Uchiza,PE,2020-04-20 06:48:51,-8.46,-76.46,69.55,56,23,2.44,few clouds,0.0,0.0
516,Tornio,FI,2020-04-20 06:48:51,65.85,24.15,41.0,75,75,6.93,broken clouds,0.0,0.0
517,Luganville,VU,2020-04-20 06:48:51,-15.53,167.17,82.4,78,75,1.59,broken clouds,0.0,0.0
518,Mwinilunga,ZM,2020-04-20 06:48:52,-11.74,24.43,62.37,58,11,7.7,few clouds,0.0,0.0
519,Pemangkat,ID,2020-04-20 06:48:52,1.17,108.97,83.26,70,55,7.4,broken clouds,0.0,0.0
520,Arlit,NE,2020-04-20 06:48:52,18.74,7.39,83.25,12,0,10.33,clear sky,0.0,0.0
521,Roebourne,AU,2020-04-20 06:48:52,-20.78,117.13,90.0,45,94,12.03,overcast clouds,0.0,0.0
522,Assare,BR,2020-04-20 06:48:52,-6.87,-39.88,68.61,85,92,2.06,light rain,0.10905511811023623,0.0
523,Alamosa,US,2020-04-20 06:48:53,37.47,-105.87,37.4,69,20,8.05,few clouds,0.0,0.0
524,Shepsi,RU,2020-04-20 06:48:53,44.04,39.15,58.89,54,74,12.66,broken clouds,0.0,0.0
525,Baghdad,IQ,2020-04-20 06:45:47,33.34,44.4,82.4,37,0,10.29,clear sky,0.0,0.0
526,Waipawa,NZ,2020-04-20 06:48:53,-41.41,175.52,57.0,73,90,1.99,overcast clouds,0.0,0.0
527,Atar,MR,2020-04-20 06:44:24,20.52,-13.05,65.21,26,0,11.81,clear sky,0.0,0.0
528,Lagoa,PT,2020-04-20 06:48:53,39.05,-27.98,56.62,57,19,9.51,few clouds,0.0,0.0
529,Derzhavinsk,KZ,2020-04-20 06:48:54,51.1,66.32,70.59,28,92,17.81,overcast clouds,0.0,0.0
530,Dembi Dolo,ET,2020-04-20 06:48:54,8.53,34.8,70.12,35,98,1.81,overcast clouds,0.0,0.0
